path,sha256,bytes
analysis_code/workflows/20260810_resource_finance/03_code/build_era5_multiyear_resources.py,fc70a8eaa0edeaa4b3857ff23e88a57b0c3ee4d92f0f92348a99f74e68e5d3d7,37145
analysis_code/workflows/20260810_resource_finance/03_code/build_station_inventory_coverage.py,d62054d9c0a4f80670e8242f399edb4502c88e629c765572c7c8d4e37bd45807,7067
analysis_code/workflows/20260810_resource_finance/03_code/build_verified_learning_paths.py,974412c1e64679607c9788557316734b5b1265d3759a00432b77dc2d2b35593d,7254
analysis_code/workflows/20260810_resource_finance/03_code/build_verified_resources.py,2cdb257ca20ed8a6a9af24085505c960f0716a19f930581c5be1f099d85369b6,14927
analysis_code/workflows/20260810_resource_finance/03_code/config.py,4e11471a3c189eb7f3c3a97030880d015a43f5ebf5e8f2448ad73da06a0cef84,2788
analysis_code/workflows/20260810_resource_finance/03_code/corrected_financial_core.py,f52205baebc92087b944276a90ca98d243722b90f6c64e6302362175b7ae917c,36314
analysis_code/workflows/20260810_resource_finance/03_code/make_nature_figures_v9.py,d9dfa82142ff7395a7dadc211d49c224210578cb9275fd499be767b7c195e9aa,102719
analysis_code/workflows/20260810_resource_finance/03_code/make_verified_figures.py,1d5a186dd0c5f0967f4527c91f84282a9270829de7929ba898692e418cc360a9,35119
analysis_code/workflows/20260810_resource_finance/03_code/run_comprehensive_qa.py,2a4fc64877054db6eafeb04a7f45750977589a6a700dffd219cd89162a16ccad,32080
analysis_code/workflows/20260810_resource_finance/03_code/run_era5_multiyear_financials.py,ecb10d73e996bbe440c735c39806662effbd9e84e1d0faa08257101caaad5c36,33560
analysis_code/workflows/20260810_resource_finance/03_code/run_r2_r3.py,1394c48f2fb8b1bea781bbc2f2c5d3bea33ae97f1d85828017679a7b78bffe2f,71204
analysis_code/workflows/20260810_resource_finance/03_code/run_r4.py,4cce30d5d32a1aadecae899dc8ac957ec8cf7cfd5211e03a18a0af0450248a4e,32991
analysis_code/workflows/20260810_resource_finance/03_code/run_r4_optimized.py,6b74564a3138c1e4ff34d5537b36ae8ed6762562cf36c9f22cbe2cdca55d4776,15960
analysis_code/workflows/20260810_resource_finance/03_code/run_resource_qa.py,7b81be6922bcd404598885330d6acd61fa0a9baa573abf01d5403e2b40eaa7e7,6997
analysis_code/workflows/20260810_resource_finance/03_code/sync_submission_package.py,dc98e3ad0e235baea19e97f9bbc6fa18f5a89d648f8ae357555b501475961448,13535
analysis_code/workflows/20260810_resource_finance/04_results/entry_scenario_matrix_1296.csv,c246482ae1de4f6b70abd3790d2a9e594c616875835895f6757902efdb4a6404,110249
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_2020_shape_validation.csv,98a12200a6f8c6c6e16fbacd1f3510d306540dbe5bbef1573c37f7a843dea925,512
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_calibration_capped_records.csv,47c2a86a57de12b572862bd278f97f066cb4362a39c1ce61fe4db59fe01c0f0a,2540
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_input_inventory.csv,8457251796af6957265a7909f1db2239ae1a7cee9a3a25d8b73581d904c1858e,2297
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_multiyear_financial_qa.json,6a07dcb4da89a670e9f09439e0388bbff94d4aac2ab066333fd70d5a43b70956,1681
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_multiyear_headline.json,233b6170782ab73c35649dc42bbcfed0eddda643f92ba038798efac143768366,804
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_resource_rank_stability.csv,3a739346700af8422b71cd943d019831ed0178f1c6df4d505eb82aa54de0858d,341
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_resource_rebuild_qa.json,723ae5c144cfe3a76f844cb8de386c18d52b9f4518950e3fe065d3363dea4040,2367
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_resource_year_summary.csv,39df5b4b6b696b0006471eded5e4c0a173f76d90d2d26ba2fc4f11675d8fcb00,558
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_source_profile_queue_comparison.csv,bd7dd60cd9cdd7f16d37b9058d8208d7f116cf9b98cde63b1598babfa0e7f50a,307
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_station_resource_variability.csv,45c2a178a965702aabe3344a7920a57402f06ff643ce824e513e7e8727426b8d,1700797
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/ERA5_station_year_resource.csv,7cfd1ad67a945f31ce55b06be1376bf89f0c9d3a1b7d7bab9599e23cc2fd3cfc,7282933
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2020.csv,977c99eeaf9d7b0cea0e638ffa986f84181cb737aa2fbb085fd164dfc1dade52,1229939
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2021.csv,475c539c11ec456e70ee070d0c21c3257770bdd52fe3885dce2f333f9f390678,1230478
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2022.csv,7e96ae8687290b533e3811836c368b6355f0721ed020efa7de0289f4cb231c26,1230266
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2023.csv,c1ca6a0d2b48bead97dc85dbdd5d97afae8596bf6c26200c8e778476d5f9968f,1230252
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2024.csv,34785fcc18f9d2108882ffbf715d8b7311cbd5cd08da14d02007c5b910216ca3,1230358
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R1_station_resource_era5_2025.csv,8eb7db08c3ea1b18563c4173c5ffe95f184986ad3ad05360011fde2fa9e15a20,1230254
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_entry_summary_by_era5_weather_year.csv,4116857f63b355cb19e7713f5c8d03766a0f86da90de5167efe394b0d8d5eb71,1594
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_province_stability_by_era5_weather_year.csv,fb3a3da42ecdd30ae5fadb9c5be99532581538b43dc077a28ded2be8997ec878,21508
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_queue_intersection_union.csv,b0a93b7119f23018f053ab0cdd5b74c6f6e6bacee0f71c4619ba7242c1954402,245
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_queue_pairwise_jaccard.csv,0e2e5d0dfeddeccd4f48bf9c80220565974b903ccf3ed67ba7f7c8bb59e9407a,2543
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_queue_weather_frequency.csv,86aba5f262466f894e970bc91fce7efbce98572d97097cc62e62462af3b21dff,272820
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R2_station_entry_by_era5_weather_year.csv,70d8d25d80d9b1c44c154aa84f854d37ffc08a612b1225d23233ce55d5e96343,14069483
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R3_critical_boundaries_by_era5_weather_year.csv,b0346d166647c90cf619611f0782613c0df5ab3390a5a159452a263d01baef4e,469393
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R3_dynamic_results_by_era5_weather_year.csv,e265cf865b235eea18019605e5eef9c931d97fb5fe5bc375eb31da0ecddae14d,11433
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R3_mechanism_by_era5_weather_year.csv,5cd743209fb4f4781f3fe5122eac93559b0c3fefd35a89c5e8cc54c680d54344,1841
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R4_actual_weather_capacity_flexibility.csv,cf6e11589df6f70cb9a3eae241cf84a549cbaa85044f8dfa666f7ff2ecdb68bc,4937
analysis_code/workflows/20260810_resource_finance/04_results/era5_multiyear/R4_support_requirements_by_era5_weather_year.csv,109ba34eae9e18e51003bf4789b6ba046a1ce00409c0727cc54e2737a5969e82,638783
analysis_code/workflows/20260810_resource_finance/04_results/incumbent_learning_paths_verified.csv,7a9982174c4f4cf2dfd87afad240c84d6f3eb17794b02f57cf440d5e2811082d,10240
analysis_code/workflows/20260810_resource_finance/04_results/parameter_provenance_registry.csv,f68e1078405d6e3d8f66469e3443daf1b530901be71315a6560482059a330b4b,9111
analysis_code/workflows/20260810_resource_finance/04_results/R1_capture_frontier_verified.csv,c8ce788906e78d46d8d986797648324cbd6eba4ef5c08e493ddcbda5a01d945a,2969
analysis_code/workflows/20260810_resource_finance/04_results/R1_province_resource_verified.csv,c74bbae0f92b34390e2ee1a44edf395c1fcba5f494e333cbbc3723be1db7c13c,3065
analysis_code/workflows/20260810_resource_finance/04_results/R2_alk_minimum_load_sensitivity_verified.csv,b54b9a69d0d1eeca0c8e5491f0d4dbc5f176d288b692e64e43b19d2e03a4c38b,619
analysis_code/workflows/20260810_resource_finance/04_results/R2_curtailment_only_matrices.npz,4beee5834e8d9ae7b3ae4494857cda942acee232e4fb697f218295360d48d066,7164248
analysis_code/workflows/20260810_resource_finance/04_results/R2_entry_price_sensitivity_verified.csv,b32f788baf1eb81f27ee65ad619f83693fbf03342040e7ed93e1cfba2461fe1e,853
analysis_code/workflows/20260810_resource_finance/04_results/R2_entry_scenario_summary_verified.csv,a4ce46c51a06a90b18ba77178c842a3107bbf2011574b2f19ad4b6774ba202e0,498029
analysis_code/workflows/20260810_resource_finance/04_results/R2_factor_effects_verified.csv,4ad3cd89dfb899022170a6357dce50c788681a9920007a91d894d30fcc979446,11314
analysis_code/workflows/20260810_resource_finance/04_results/R2_financing_sensitivity_surface_verified.csv,58c1b39529084e0c78114c38ff9308d0df83610313bcf861a824f78c720c74b8,5851
analysis_code/workflows/20260810_resource_finance/04_results/R2_full_output_upper_bound_matrices.npz,7f5501626bd6774ab8362d6cbc66c5964093b7e2cde7ddc7dbd825278ca5b960,3074538
analysis_code/workflows/20260810_resource_finance/04_results/R2_horizon_inflation_sensitivity_verified.csv,93f1ef618266becb54489ca336df8beaa08076f24e2953388db79c61f9596c21,4556
analysis_code/workflows/20260810_resource_finance/04_results/R2_host_lifetime_screen.csv,85d1e516917155e4ac39ae602792f8a15b1a6e1665fb4704dda6dc5686282cb2,3553
analysis_code/workflows/20260810_resource_finance/04_results/R2_main_province_verified.csv,a7e830a629f6c3fc08f5b273ae34ab748bdd1802dabb81cd371abb9dc8e6e242,8155
analysis_code/workflows/20260810_resource_finance/04_results/R2_main_station_results_verified.csv,6dd14f93acd55e48574bb759fa0b5b50f2f24fcc5ca8ce2ddc45ee070b22a06c,4054284
analysis_code/workflows/20260810_resource_finance/04_results/R2_minimum_capacity_sensitivity_verified.csv,ace5f9b479173bb30774c0f628d2bc2f7f72ca873b1cfb8c83469d1959dfa4dc,522
analysis_code/workflows/20260810_resource_finance/04_results/R2_project_record_identity_audit.csv,0e03ce319e9d3e11bbf67bfc113b66a0363ff44042d037199b4ec310940f2a79,788
analysis_code/workflows/20260810_resource_finance/04_results/R2_water_requirement_sensitivity_verified.csv,aaef40faf206a0d777a8da28fbfcb8e8f9833c6f5e1934818e8010855c32933c,3412
analysis_code/workflows/20260810_resource_finance/04_results/R3_anticipated_price_entry_verified.csv,7085d65d6808386b379e149f711c373640db542027a3546ca65274b7c80eb37a,2396
analysis_code/workflows/20260810_resource_finance/04_results/R3_component_learning_flip_boundaries.csv,a6e2cde40bc829f6a4728acc3bd619c96a2516a5fbba96e10bc311a24962b937,330103
analysis_code/workflows/20260810_resource_finance/04_results/R3_component_learning_flip_summary.csv,fd58d89996298b1439537190f7dd302b95227c796a432d8c61360fd31a2d6f5c,1366
analysis_code/workflows/20260810_resource_finance/04_results/R3_learning_gain_vs_return_gap_verified.csv,75cc2cc419ac83c1fdde305d7d60486647f9003a464d7e09a474fc50fba43ad5,465626
analysis_code/workflows/20260810_resource_finance/04_results/R3_learning_strength_verified.csv,44bd584a18c53f67cee3dbdcb45f68c6a776c4db82b07f8820a04af35c62d35d,12160
analysis_code/workflows/20260810_resource_finance/04_results/R3_lifetime_overhaul_degradation_sensitivity_verified.csv,cb802fb998a5ac581599247872ce3e2e49be539b1cef3a07f4a9913e98fef04e,4700
analysis_code/workflows/20260810_resource_finance/04_results/R3_main_pathways_verified.csv,2dc99230e56adb148d4fb010c48460c2d9bad97f9892799f5c948351efaad28d,64258
analysis_code/workflows/20260810_resource_finance/04_results/R3_main_province_resilience_verified.csv,99af1c22af03076b2b517936823d269a054f7eb5196d1ebe92feeba57f0dccb9,15364
analysis_code/workflows/20260810_resource_finance/04_results/R3_main_station_pathways_verified.csv,9cd8d127a9080469dd384cca369354529cbd764e094f76b924a583d637911d09,4582882
analysis_code/workflows/20260810_resource_finance/04_results/R3_mechanism_shapley_verified.csv,7a0e36055b27e12bbde0b964293e3b073bf260087ebcc7677b3110b7654e214e,2949
analysis_code/workflows/20260810_resource_finance/04_results/R3_replacement_cadence_learning_boundaries.csv,a53a207bfb143937898196dde69e77daf8d493a83c2a75e0a421b91e57b5f7ed,264325
analysis_code/workflows/20260810_resource_finance/04_results/R3_replacement_cadence_learning_summary.csv,49665b18d4290aa4a8925a305d4474b644a9428e1527cdf45c61683e04788d67,1884
analysis_code/workflows/20260810_resource_finance/04_results/R3_robust_3888_pathways_verified.csv,a4a1453ba496f723fe2c9e9bc4776557cdb4e8019c831a3eb14abf8b0653218a,1736941
analysis_code/workflows/20260810_resource_finance/04_results/R3_station_critical_terminal_prices_verified.csv,cc8b359195fa9999a528c114041e904e3fb9388fb9b9a698a9c3429ad5142c3b,914374
analysis_code/workflows/20260810_resource_finance/04_results/R4_capacity_flexibility_surface_verified.csv,665adecc830ab53498814e882822374a47c2836c04ea06e5dd3644d950b8f2bc,4154
analysis_code/workflows/20260810_resource_finance/04_results/R4_fixed_vs_site_optimized_verified.csv,b2b0e3cd0e2b4e91ebc975dce8845e91a6ff42f11d7e31cc620777c4bf519657,659
analysis_code/workflows/20260810_resource_finance/04_results/R4_information_error_calibration_verified.csv,22a8cc21836102ecc1584fa9722d6e33b1bad5b6517730b3900381b5474955d1,912
analysis_code/workflows/20260810_resource_finance/04_results/R4_information_friction_convergence_verified.csv,fcd688339da6aad19aa50e96304f144a4cb4a77e8c97ef02121775154f931b4d,5161
analysis_code/workflows/20260810_resource_finance/04_results/R4_information_friction_frontier_verified.csv,6957f49d1c1d5776f40886b0d5967ab461abd6926e4eff22e28756657f1f89f8,4134
analysis_code/workflows/20260810_resource_finance/04_results/R4_targeted_full_information_frontier_verified.csv,41018152d9fe94ea4221a60f3b615091ba15b715fc9e6b15963e847018df23f8,1170
analysis_code/workflows/20260810_resource_finance/04_results/R4_targeted_support_requirements_verified.csv,ce78469912032ff6cf4796532ee019f0e4d41cd7d303a021a3f0be509ea6a99b,160857
analysis_code/workflows/20260810_resource_finance/04_results/R4_uniform_equal_budget_verified.csv,5ad03f985077e71dbba6d2de98a1bd68c890698a1f177cdca79d64295b81cc4e,813
analysis_code/workflows/20260810_resource_finance/04_results/R4_uniform_policy_frontier_verified.csv,7ccb3477f0fd64caeae7688bf50aa5d477ebfc82d8d689d2bc0aa39affb9a624,8812
analysis_code/workflows/20260810_resource_finance/04_results/SI_PEM_static_entry_verified.csv,8e931945246f55ff6cfaf7b51299b648fa57e32055b606cd11e3c90566cd8a37,1425
analysis_code/workflows/20260810_resource_finance/04_results/station_inventory_coverage_benchmark.csv,38d2add8567220c62c32b2742fcc95ed3ce4835736473df210a2b8934ef796bf,2882
analysis_code/workflows/20260810_resource_finance/04_results/verified_headline_results.json,0d9575c05661f529ecb08500bd91835e312ba498f32f85fb40f1e5414c87d8fb,6874
analysis_code/workflows/20260810_resource_finance/07_qa/comprehensive_model_qa.json,6bdf3fe8f30802202277308c9e778167b15509ca59edb05c24f2665d2f60a69f,5492
analysis_code/workflows/20260810_resource_finance/07_qa/latest_manuscript_full_consistency_audit_20260810.json,6bdf3fe8f30802202277308c9e778167b15509ca59edb05c24f2665d2f60a69f,5492
analysis_code/workflows/20260810_resource_finance/07_qa/learning_path_endpoints_verified.csv,fb53bd7b8f4f7520617447a1947d97e96fddacd8254f42f41135bd54471dd0a0,571
analysis_code/workflows/20260810_resource_finance/07_qa/learning_paths_qa.json,27050660a974e080fa796780212dcd714e4c8c23a8878b13bca054925b4ec7a7,232
analysis_code/workflows/20260810_resource_finance/07_qa/R1_verified_resource_summary.csv,891e3b8544f9ce27a17d38e8431cbb2da6050f64c789cebf1898f00d7e50b3cc,336
analysis_code/workflows/20260810_resource_finance/07_qa/r2_r3_verified_qa.json,07a20e0939b73cf8868e251db19e289f9f1e105a2356382284bba0fbbfe86b77,1579
analysis_code/workflows/20260810_resource_finance/07_qa/raw_hourly_input_sha256.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2
analysis_code/workflows/20260810_resource_finance/07_qa/release_file_manifest_sha256.csv,ab91bb783da856fa442b1cdbce5f035157f813d0a21e35e6a5de700c9edc6120,6959
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/entry_scenario_matrix_1296.csv,c246482ae1de4f6b70abd3790d2a9e594c616875835895f6757902efdb4a6404,110249
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/incumbent_learning_paths_verified.csv,7a9982174c4f4cf2dfd87afad240c84d6f3eb17794b02f57cf440d5e2811082d,10240
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_alk_minimum_load_sensitivity_verified.csv,b54b9a69d0d1eeca0c8e5491f0d4dbc5f176d288b692e64e43b19d2e03a4c38b,619
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_entry_price_sensitivity_verified.csv,b32f788baf1eb81f27ee65ad619f83693fbf03342040e7ed93e1cfba2461fe1e,853
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_entry_scenario_summary_verified.csv,a4ce46c51a06a90b18ba77178c842a3107bbf2011574b2f19ad4b6774ba202e0,498029
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_factor_effects_verified.csv,4ad3cd89dfb899022170a6357dce50c788681a9920007a91d894d30fcc979446,11314
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_financing_sensitivity_surface_verified.csv,58c1b39529084e0c78114c38ff9308d0df83610313bcf861a824f78c720c74b8,5851
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_horizon_inflation_sensitivity_verified.csv,93f1ef618266becb54489ca336df8beaa08076f24e2953388db79c61f9596c21,4556
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_host_lifetime_screen.csv,85d1e516917155e4ac39ae602792f8a15b1a6e1665fb4704dda6dc5686282cb2,3553
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_main_station_results_verified.csv,6dd14f93acd55e48574bb759fa0b5b50f2f24fcc5ca8ce2ddc45ee070b22a06c,4054284
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_minimum_capacity_sensitivity_verified.csv,ace5f9b479173bb30774c0f628d2bc2f7f72ca873b1cfb8c83469d1959dfa4dc,522
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_project_record_identity_audit.csv,0e03ce319e9d3e11bbf67bfc113b66a0363ff44042d037199b4ec310940f2a79,788
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R2_water_requirement_sensitivity_verified.csv,aaef40faf206a0d777a8da28fbfcb8e8f9833c6f5e1934818e8010855c32933c,3412
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_anticipated_price_entry_verified.csv,7085d65d6808386b379e149f711c373640db542027a3546ca65274b7c80eb37a,2396
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_component_learning_flip_boundaries.csv,a6e2cde40bc829f6a4728acc3bd619c96a2516a5fbba96e10bc311a24962b937,330103
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_component_learning_flip_summary.csv,fd58d89996298b1439537190f7dd302b95227c796a432d8c61360fd31a2d6f5c,1366
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_learning_gain_vs_return_gap_verified.csv,75cc2cc419ac83c1fdde305d7d60486647f9003a464d7e09a474fc50fba43ad5,465626
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_learning_strength_verified.csv,44bd584a18c53f67cee3dbdcb45f68c6a776c4db82b07f8820a04af35c62d35d,12160
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_lifetime_overhaul_degradation_sensitivity_verified.csv,cb802fb998a5ac581599247872ce3e2e49be539b1cef3a07f4a9913e98fef04e,4700
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_main_pathways_verified.csv,2dc99230e56adb148d4fb010c48460c2d9bad97f9892799f5c948351efaad28d,64258
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_main_station_pathways_verified.csv,9cd8d127a9080469dd384cca369354529cbd764e094f76b924a583d637911d09,4582882
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_mechanism_shapley_verified.csv,7a0e36055b27e12bbde0b964293e3b073bf260087ebcc7677b3110b7654e214e,2949
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_replacement_cadence_learning_boundaries.csv,a53a207bfb143937898196dde69e77daf8d493a83c2a75e0a421b91e57b5f7ed,264325
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_replacement_cadence_learning_summary.csv,49665b18d4290aa4a8925a305d4474b644a9428e1527cdf45c61683e04788d67,1884
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_robust_3888_pathways_verified.csv,a4a1453ba496f723fe2c9e9bc4776557cdb4e8019c831a3eb14abf8b0653218a,1736941
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/R3_station_critical_terminal_prices_verified.csv,cc8b359195fa9999a528c114041e904e3fb9388fb9b9a698a9c3429ad5142c3b,914374
analysis_code/workflows/20260810_resource_finance/08_delivery/data_tables/station_inventory_coverage_benchmark.csv,38d2add8567220c62c32b2742fcc95ed3ce4835736473df210a2b8934ef796bf,2882
analysis_code/workflows/20260811_capacity_optimisation/code/audit_capacity_optimized_package.py,d985687c938c8f43dcdd22010cd6fd57e68cb54bc744ada448eb8c0bc67c6333,20069
analysis_code/workflows/20260811_capacity_optimisation/code/export_r3_operating_hours_diagnostic.py,7f9179d11618c207ad3cd61b41c8e434d06e9cd337ba160d97d2242c527cc54f,2117
analysis_code/workflows/20260811_capacity_optimisation/code/prepare_capacity_optimized_outputs.py,1b466df2d83440bdf627a7eb18ee3ce6ff5489ea340093fb9935b019541fa5c9,14632
analysis_code/workflows/20260811_capacity_optimisation/code/run_condition_design_revision.py,1dd26e3683515e76505f209685579618e596cb61219ea14674bf2721d72bcb07,17304
analysis_code/workflows/20260811_capacity_optimisation/code/run_dense_return_ladder_surface.py,6e1718522aff9ae9b1c0467d4f9c183d6530d06cf0d7a72bc9e641b5853eef0a,6812
analysis_code/workflows/20260811_capacity_optimisation/code/run_high_risk_m129.py,6307ccd8708fae99c764bd6e3a406addbe718a5a2c15bdd86828cc01bf6b0453,7684
analysis_code/workflows/20260811_capacity_optimisation/code/run_learning_incidence_boundaries.py,c9a83b6fd12f79aa2702a040c19a24a1e119bf7e0a29ffdafc9f68dcf56416a4,46938
analysis_code/workflows/20260811_capacity_optimisation/qa/capacity_optimized_main_qa.json,66a9e4cbc319e1d9ef9ef61da945343042aca5313121cb0904a84d21608aec86,264
analysis_code/workflows/20260811_capacity_optimisation/qa/capacity_optimized_outputs_qa.json,394958abf66936f392c5c7e0fc157e2ed2ba93523cf53523cbc86dfcd3a1317d,218
analysis_code/workflows/20260811_capacity_optimisation/qa/capacity_optimized_package_qa.json,c3641e8878792e0b75955ad513d45c6e59cd51d17cbc4d839bd3c7d74cd1275d,1986
analysis_code/workflows/20260811_capacity_optimisation/qa/condition_design_revision_qa.json,5c8fab9a3b79157bd4048605ce4f5c79a190494c5aad8ee085e175495a178ac3,208
analysis_code/workflows/20260811_capacity_optimisation/qa/dense128_main_qa.json,66a9e4cbc319e1d9ef9ef61da945343042aca5313121cb0904a84d21608aec86,264
