province,low_return_records,strict_marginal_records,low_return_capacity_gw,strict_capacity_gw,low_return_h2_mt,strict_h2_mt,constrained_county_share_2030,constrained_county_share_2050,exposure_weighted_strict_records_2030,exposure_weighted_strict_capacity_gw_2030,exposure_weighted_strict_h2_mt_2030,exposure_weighted_strict_records_2050,exposure_weighted_strict_capacity_gw_2050,exposure_weighted_strict_h2_mt_2050,identification
Shanxi,62,61,0.0699043736930673,0.0680138068160291,0.0021478501176302,0.0020807715200255,0.41025641025641,0.478632478632479,25.02564102564101,0.027903100232217,0.0008536498543694,29.196581196581217,0.0325536169375866,0.0009959248300977,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Guangdong,0,0,0.0,0.0,0.0,0.0,0.282258064516129,0.290322580645161,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Guangxi,7,7,0.0075562664414543,0.0075562664414543,0.0002363716777815,0.0002363716777815,0.0720720720720721,0.297297297297297,0.5045045045045047,0.0005445957795642,1.7035796596867092e-05,2.081081081081079,0.0022464575907026,7.027266096207666e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Xinjiang,301,233,0.9083083356491686,0.5688396168726457,0.0298240937420739,0.0174368191869893,0.849056603773585,0.650943396226415,197.8301886792453,0.4829770331937559,0.0148048464795192,151.6698113207547,0.3702823921152127,0.0113503823009647,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Jiangsu,0,0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Jiangxi,0,0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Hebei,251,46,1.3044641811158926,0.0522898039965596,0.0516018334611742,0.0016164631471359,0.273809523809524,0.279761904761905,12.595238095238104,0.0143174463323913,0.0004426030045729,12.86904761904763,0.0146286951657042,0.0004522248090201,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Henan,1,0,0.0054221717175067,0.0,0.0002072821937329,0.0,0.164556962025316,0.164556962025316,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Zhejiang,0,0,0.0,0.0,0.0,0.0,0.211111111111111,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Hainan,2,2,0.0027573534060286,0.0027573534060286,8.971455169814132e-05,8.971455169814132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Hubei,0,0,0.0,0.0,0.0,0.0,0.0679611650485437,0.194174757281553,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Hunan,19,19,0.0207023704002192,0.0207023704002192,0.0006310884153961,0.0006310884153961,0.0655737704918033,0.0655737704918033,1.2459016393442626,0.0013575324852602,4.1382846911224376e-05,1.2459016393442626,0.0013575324852602,4.1382846911224376e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Gansu,36,21,0.1964319402776937,0.0697703322201751,0.0063905604836128,0.0022248745301262,0.218390804597701,0.264367816091954,4.586206896551721,0.0152371989906129,0.0004858921387632,5.551724137931034,0.0184450303570577,0.000588185220608,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Fujian,0,0,0.0,0.0,0.0,0.0,0.247058823529412,0.258823529411765,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Xizang,81,3,0.3492854909550574,0.003,0.0132265872630252,0.0001031202265078,0.0,0.027027027027027,0.0,0.0,0.0,0.081081081081081,8.108108108108101e-05,2.7870331488616715e-06,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Guizhou,0,0,0.0,0.0,0.0,0.0,0.170454545454545,0.170454545454545,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Liaoning,170,7,0.6423019873349742,0.0073990275032336,0.0249247425139307,0.0002437063433266,0.38,0.38,2.66,0.0028116304512287,9.26084104641127e-05,2.66,0.0028116304512287,9.26084104641127e-05,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Chongqing,0,0,0.0,0.0,0.0,0.0,0.210526315789474,0.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Shaanxi,0,0,0.0,0.0,0.0,0.0,0.149532710280374,0.214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Qinghai,160,160,0.4719221264915128,0.4719221264915128,0.0146142198313637,0.0146142198313637,0.133333333333333,0.177777777777778,21.33333333333328,0.0629229501988682,0.0019485626441818,28.44444444444448,0.0838972669318246,0.0025980835255757,province-weighted exposure; county identity is unavailable and no station is deterministically removed
Heilongjiang,90,72,0.1981061475120367,0.125847312726497,0.006424283132584,0.0040561791722711,0.305785123966942,0.305785123966942,22.016528925619824,0.0384822361229784,0.001240319251025,22.016528925619824,0.0384822361229784,0.001240319251025,province-weighted exposure; county identity is unavailable and no station is deterministically removed
